state,year,receipts_rm_million,receipts_rm_million_growth_pct,visitors_000,visitors_000_growth_pct,trips_000,trips_000_growth_pct,receipts_per_capita_rm,receipts_per_capita_rm_growth_pct,receipts_per_trip_rm,receipts_per_trip_rm_growth_pct,avg_length_of_stay,avg_length_of_stay_growth_pct
WP Kuala Lumpur,2018,10234.7046357458,8.93930640968743,19165.4971713709,0.609228820908103,24682.2621642097,18.0678890272634,534.01717389488,8.27963566205998,414.658290543018,-7.73163871462815,2.574518431391,-6.39006313961377
WP Kuala Lumpur,2019,12141.2336770866,18.6280807233268,22633.3676990154,18.0943416006173,28991.2076218421,17.4576601972916,536.430717626468,0.451959946153924,418.790201341572,0.996461639086754,2.38804783751595,-7.24293101192912
WP Kuala Lumpur,2020,5273.1884382134,-56.5679355289474,12434.908,-45.0594000620555,13223.382,-54.3883022311997,424.063325455516,-20.9472329750506,398.777592465634,-4.77867171004209,1.83112388005242,-23.3213065799738
WP Kuala Lumpur,2021,3083.51714291348,-41.5246168604928,9116.005,-26.6902095294955,10823.812,-18.1464167033819,338.253121067121,-20.2352335694723,284.882732896089,-28.5609978397571,2.18218483160852,19.1718842935984
WP Kuala Lumpur,2022,7732.79579884474,150.778427375252,16912.534,85.5257209709736,19877.593,83.6468796760328,457.222779202971,35.1717843018047,389.020732985364,36.5546900756738,3.08657138827854,41.4440859257272
WP Kuala Lumpur,2023,10995.3241427932,42.1907991471322,22232.643,31.4566049061601,24012.311,20.8008987808534,494.557671024234,8.16558000157932,457.903620471732,17.7067394217674,2.69627870015068,-12.6448618557803
WP Labuan,2017,271.867268055481,,381.004767748,,705.712393910999,,713.553454100861,,385.238052216734,,2.46208799231322,
WP Labuan,2018,391.123609448857,43.8656489419825,544.932022066991,43.0249876629927,725.160451207134,2.75580498003662,717.747523746685,0.587772313583557,539.361473447394,40.0073202384355,3.28074817572077,33.2506468478565
WP Labuan,2019,392.041823742652,0.234763198030641,523.870253076909,-3.8650268542106,774.322922440084,6.77953012345227,748.356718939521,4.26461871063715,506.302748351077,-6.12923368163806,3.04612686599187,-7.15145744696953
WP Labuan,2020,60.4403354573022,-84.5831919461284,107.53,-79.4739252002893,109.343,-85.8788889194404,562.078819467146,-24.8915917714142,552.75907426449,9.17560215991551,1.57275972260956,-48.3685416990194
WP Labuan,2021,29.3567028857768,-51.4286235116684,53.899,-49.8753836138752,53.9,-50.705577860494,544.661364510971,-3.09875667841155,544.651259476378,-1.46678999325346,2.52301554556841,60.4196438463062
WP Labuan,2022,136.293553416743,364.267237186151,243.695,352.132692628806,263.15,388.21892393321,559.279235998862,2.68384586099948,517.931040914851,-4.90593165748217,3.67016447902791,45.4673747640766
WP Labuan,2023,194.064160299471,42.3868961036503,331.36,35.9732452450809,372.829,41.6792703781114,585.659585645433,4.71684767618026,520.517878972588,0.499456076849114,2.88632094615376,-21.3571772424151
WP Putrajaya,2017,700.689528448424,,1871.85768356933,,2732.80646992783,,374.32841962233,,256.399249694007,,2.2693779300154,
WP Putrajaya,2018,1007.94297259453,43.8501549789783,1891.90699333667,1.07109156552485,2592.03940059859,-5.15100761353795,532.765604305348,42.3257162367927,388.860976558365,51.6622911425993,2.68314471607757,18.2326081781963
WP Putrajaya,2019,848.614172331753,-15.8073228937398,1948.88921750046,3.0118935214301,2637.48910923839,1.75343432778468,435.434792655961,-18.2689743599895,321.750777798207,-17.2581469485883,3.04122635726358,13.3455955260394
WP Putrajaya,2020,141.909764036477,-83.2774694716035,451.113,-76.8528146213168,455.903,-82.7145068238159,314.576977467901,-27.755663356821,311.271836413617,-3.25685036608121,1.97566682671892,-35.0371661089845
WP Putrajaya,2021,67.8552214172023,-52.1842475900668,223.006,-50.5653794060468,234.199,-48.629642709085,304.275317333176,-3.2747660739973,289.733181683962,-6.91956425541644,2.2291693802597,12.8312400710692
WP Putrajaya,2022,455.990707978533,572.005334968862,1305.808,485.54837089585,1551.058,562.28207635387,349.201956167012,14.7651275915496,293.986883777739,1.46814461120883,2.68201347432327,20.3144766868641
WP Putrajaya,2023,669.729015248793,46.8733909552215,1900.379,45.5328042101136,1964.587,26.6610919772181,352.418657146176,0.921157777714599,340.900665253711,15.9577804537157,2.07967253905832,-22.4585350160082
